,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,0
64,Andaman and Nicobar Islands,NICOBARS,2010.0,Autumn,Rice,3.5,10.0,
65,Andaman and Nicobar Islands,NICOBARS,2010.0,Autumn,Sugarcane,13.4,41.75,
111,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Autumn,Rice,6791.0,20118.0,
112,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010.0,Autumn,Sugarcane,73.33,889.2,
185,Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Autumn,Rice,1595.5,3788.0,
186,Andaman and Nicobar Islands,SOUTH ANDAMANS,2010.0,Autumn,Sugarcane,67.5,402.0,
12377,Assam,BAKSA,2005.0,Autumn,Rice,17083.0,15415.0,
12407,Assam,BAKSA,2006.0,Autumn,Rice,26235.0,23208.0,
12439,Assam,BAKSA,2007.0,Autumn,Rice,21551.0,20266.0,
12473,Assam,BAKSA,2008.0,Autumn,Rice,13587.0,18640.0,
12507,Assam,BAKSA,2009.0,Autumn,Rice,13217.0,21279.0,
12541,Assam,BAKSA,2010.0,Autumn,Rice,11562.0,13489.0,
12575,Assam,BAKSA,2011.0,Autumn,Paddy,10325.0,14340.0,
12576,Assam,BAKSA,2011.0,Autumn,Rice,10325.0,14340.0,
12614,Assam,BAKSA,2012.0,Autumn,Paddy,11780.0,16636.0,
12615,Assam,BAKSA,2012.0,Autumn,Rice,11780.0,16636.0,
12652,Assam,BAKSA,2013.0,Autumn,Paddy,10200.0,16672.0,
12653,Assam,BAKSA,2013.0,Autumn,Rice,10200.0,16672.0,
12691,Assam,BAKSA,2014.0,Autumn,Paddy,10800.0,18283.0,
12692,Assam,BAKSA,2014.0,Autumn,Rice,10800.0,18283.0,
12728,Assam,BARPETA,1997.0,Autumn,Rice,83560.0,43512.0,
12754,Assam,BARPETA,1998.0,Autumn,Rice,83355.0,46436.0,
12782,Assam,BARPETA,1999.0,Autumn,Rice,83830.0,59762.0,
12810,Assam,BARPETA,2000.0,Autumn,Rice,73675.0,60705.0,
12838,Assam,BARPETA,2001.0,Autumn,Rice,56482.0,40845.0,
12870,Assam,BARPETA,2002.0,Autumn,Rice,63725.0,38265.0,
12905,Assam,BARPETA,2003.0,Autumn,Rice,58500.0,41992.0,
12940,Assam,BARPETA,2004.0,Autumn,Rice,60760.0,7597.0,
12968,Assam,BARPETA,2005.0,Autumn,Rice,51500.0,39916.0,
12999,Assam,BARPETA,2006.0,Autumn,Rice,46504.0,29973.0,
13031,Assam,BARPETA,2007.0,Autumn,Rice,33564.0,18202.0,
13065,Assam,BARPETA,2008.0,Autumn,Rice,48880.0,43134.0,
13099,Assam,BARPETA,2009.0,Autumn,Rice,50063.0,40476.0,
13133,Assam,BARPETA,2010.0,Autumn,Rice,39756.0,33805.0,
13167,Assam,BARPETA,2011.0,Autumn,Paddy,27987.0,13767.0,
13168,Assam,BARPETA,2011.0,Autumn,Rice,27987.0,13767.0,
13206,Assam,BARPETA,2012.0,Autumn,Paddy,6346.0,1075.0,
13207,Assam,BARPETA,2012.0,Autumn,Rice,6346.0,1075.0,
13244,Assam,BARPETA,2013.0,Autumn,Paddy,19191.0,16796.0,
13245,Assam,BARPETA,2013.0,Autumn,Rice,19191.0,16796.0,
13283,Assam,BARPETA,2014.0,Autumn,Paddy,17551.0,18634.0,
13284,Assam,BARPETA,2014.0,Autumn,Rice,17551.0,18634.0,
13320,Assam,BONGAIGAON,1997.0,Autumn,Rice,29514.0,14056.0,
13345,Assam,BONGAIGAON,1998.0,Autumn,Rice,33335.0,28062.0,
13373,Assam,BONGAIGAON,1999.0,Autumn,Rice,32940.0,23441.0,
13401,Assam,BONGAIGAON,2000.0,Autumn,Rice,33157.0,30980.0,
13429,Assam,BONGAIGAON,2001.0,Autumn,Rice,33306.0,30266.0,
13461,Assam,BONGAIGAON,2002.0,Autumn,Rice,33750.0,29871.0,
13496,Assam,BONGAIGAON,2003.0,Autumn,Rice,34213.0,32358.0,
13531,Assam,BONGAIGAON,2004.0,Autumn,Rice,34147.0,23886.0,
13559,Assam,BONGAIGAON,2005.0,Autumn,Rice,29128.0,27125.0,
13589,Assam,BONGAIGAON,2006.0,Autumn,Rice,23189.0,16774.0,
13621,Assam,BONGAIGAON,2007.0,Autumn,Rice,22507.0,16954.0,
13655,Assam,BONGAIGAON,2008.0,Autumn,Rice,22147.0,20617.0,
13689,Assam,BONGAIGAON,2009.0,Autumn,Rice,20782.0,14732.0,
13723,Assam,BONGAIGAON,2010.0,Autumn,Rice,16142.0,12826.0,
13757,Assam,BONGAIGAON,2011.0,Autumn,Paddy,15953.0,17728.0,
13758,Assam,BONGAIGAON,2011.0,Autumn,Rice,15953.0,17728.0,
13795,Assam,BONGAIGAON,2012.0,Autumn,Paddy,12922.0,16900.0,
13796,Assam,BONGAIGAON,2012.0,Autumn,Rice,12922.0,16900.0,
13832,Assam,BONGAIGAON,2013.0,Autumn,Paddy,11021.0,17595.0,
13833,Assam,BONGAIGAON,2013.0,Autumn,Rice,11021.0,17595.0,
13870,Assam,BONGAIGAON,2014.0,Autumn,Paddy,5865.0,7909.0,
13871,Assam,BONGAIGAON,2014.0,Autumn,Rice,5865.0,7909.0,
13906,Assam,CACHAR,1997.0,Autumn,Rice,8278.0,7956.0,
13932,Assam,CACHAR,1998.0,Autumn,Rice,8500.0,11894.0,
13959,Assam,CACHAR,1999.0,Autumn,Rice,7800.0,7199.0,
13986,Assam,CACHAR,2000.0,Autumn,Rice,12000.0,26674.0,
14013,Assam,CACHAR,2001.0,Autumn,Rice,9000.0,18819.0,
14044,Assam,CACHAR,2002.0,Autumn,Rice,9010.0,17300.0,
14078,Assam,CACHAR,2003.0,Autumn,Rice,9250.0,18799.0,
14112,Assam,CACHAR,2004.0,Autumn,Rice,10174.0,2140.0,
14139,Assam,CACHAR,2005.0,Autumn,Rice,9411.0,18157.0,
14169,Assam,CACHAR,2006.0,Autumn,Rice,4070.0,6344.0,
14200,Assam,CACHAR,2007.0,Autumn,Rice,10130.0,16238.0,
14233,Assam,CACHAR,2008.0,Autumn,Rice,8350.0,13808.0,
14266,Assam,CACHAR,2009.0,Autumn,Rice,8276.0,16457.0,
14299,Assam,CACHAR,2010.0,Autumn,Rice,8359.0,16087.0,
14332,Assam,CACHAR,2011.0,Autumn,Paddy,7700.0,13116.0,
14333,Assam,CACHAR,2011.0,Autumn,Rice,7700.0,13116.0,
14370,Assam,CACHAR,2012.0,Autumn,Paddy,7680.0,15518.0,
14371,Assam,CACHAR,2012.0,Autumn,Rice,7680.0,15518.0,
14407,Assam,CACHAR,2013.0,Autumn,Paddy,6430.0,10288.0,
14408,Assam,CACHAR,2013.0,Autumn,Rice,6430.0,10288.0,
14445,Assam,CACHAR,2014.0,Autumn,Paddy,6752.0,13796.0,
14446,Assam,CACHAR,2014.0,Autumn,Rice,6752.0,13796.0,
14481,Assam,CHIRANG,2005.0,Autumn,Rice,10417.0,8313.0,
14511,Assam,CHIRANG,2006.0,Autumn,Rice,15038.0,13303.0,
14543,Assam,CHIRANG,2007.0,Autumn,Rice,15899.0,12476.0,
14577,Assam,CHIRANG,2008.0,Autumn,Rice,14608.0,8786.0,
14611,Assam,CHIRANG,2009.0,Autumn,Rice,14635.0,12473.0,
14645,Assam,CHIRANG,2010.0,Autumn,Rice,15372.0,15765.0,
14678,Assam,CHIRANG,2011.0,Autumn,Paddy,15177.0,17161.0,
14679,Assam,CHIRANG,2011.0,Autumn,Rice,15177.0,17161.0,
14717,Assam,CHIRANG,2012.0,Autumn,Paddy,17722.0,22966.0,
14718,Assam,CHIRANG,2012.0,Autumn,Rice,17722.0,22966.0,
14755,Assam,CHIRANG,2013.0,Autumn,Paddy,8879.0,11707.0,
14756,Assam,CHIRANG,2013.0,Autumn,Rice,8879.0,11707.0,
14794,Assam,CHIRANG,2014.0,Autumn,Paddy,6255.0,6553.0,
14795,Assam,CHIRANG,2014.0,Autumn,Rice,6255.0,6553.0,
14830,Assam,DARRANG,1997.0,Autumn,Rice,68782.0,40252.0,
14855,Assam,DARRANG,1998.0,Autumn,Rice,68800.0,59143.0,
14883,Assam,DARRANG,1999.0,Autumn,Rice,68700.0,61025.0,
14911,Assam,DARRANG,2000.0,Autumn,Rice,80258.0,71065.0,
14939,Assam,DARRANG,2001.0,Autumn,Rice,77720.0,86816.0,
14971,Assam,DARRANG,2002.0,Autumn,Rice,62722.0,62640.0,
15006,Assam,DARRANG,2003.0,Autumn,Rice,58340.0,60241.0,
15041,Assam,DARRANG,2004.0,Autumn,Rice,60000.0,33992.0,
15069,Assam,DARRANG,2005.0,Autumn,Rice,33000.0,43188.0,
15100,Assam,DARRANG,2006.0,Autumn,Rice,19861.0,22279.0,
15131,Assam,DARRANG,2007.0,Autumn,Rice,13275.0,15832.0,
15164,Assam,DARRANG,2008.0,Autumn,Rice,12362.0,16859.0,
15196,Assam,DARRANG,2009.0,Autumn,Rice,14624.0,10676.0,
15228,Assam,DARRANG,2010.0,Autumn,Rice,14941.0,20783.0,
15261,Assam,DARRANG,2011.0,Autumn,Paddy,11823.0,19359.0,
15262,Assam,DARRANG,2011.0,Autumn,Rice,11823.0,19359.0,
15298,Assam,DARRANG,2012.0,Autumn,Paddy,7620.0,10527.0,
15299,Assam,DARRANG,2012.0,Autumn,Rice,7620.0,10527.0,
15335,Assam,DARRANG,2013.0,Autumn,Paddy,3616.0,4050.0,
15336,Assam,DARRANG,2013.0,Autumn,Rice,3616.0,4050.0,
15373,Assam,DARRANG,2014.0,Autumn,Paddy,3304.0,4990.0,
15374,Assam,DARRANG,2014.0,Autumn,Rice,3304.0,4990.0,
15409,Assam,DHEMAJI,1997.0,Autumn,Rice,12750.0,7036.0,
15434,Assam,DHEMAJI,1998.0,Autumn,Rice,11900.0,7700.0,
15462,Assam,DHEMAJI,1999.0,Autumn,Rice,14198.0,12823.0,
15490,Assam,DHEMAJI,2000.0,Autumn,Rice,10633.0,7165.0,
15518,Assam,DHEMAJI,2001.0,Autumn,Rice,12135.0,10022.0,
15550,Assam,DHEMAJI,2002.0,Autumn,Rice,12770.0,9987.0,
15585,Assam,DHEMAJI,2003.0,Autumn,Rice,12577.0,10108.0,
15620,Assam,DHEMAJI,2004.0,Autumn,Rice,11500.0,5762.0,
15647,Assam,DHEMAJI,2005.0,Autumn,Rice,11309.0,5010.0,
15678,Assam,DHEMAJI,2006.0,Autumn,Rice,9174.0,6822.0,
15710,Assam,DHEMAJI,2007.0,Autumn,Rice,7944.0,5711.0,
15744,Assam,DHEMAJI,2008.0,Autumn,Rice,7202.0,4935.0,
15778,Assam,DHEMAJI,2009.0,Autumn,Rice,7823.0,5733.0,
15812,Assam,DHEMAJI,2010.0,Autumn,Rice,8915.0,6964.0,
15846,Assam,DHEMAJI,2011.0,Autumn,Paddy,9305.0,7164.0,
15847,Assam,DHEMAJI,2011.0,Autumn,Rice,9305.0,7164.0,
15885,Assam,DHEMAJI,2012.0,Autumn,Paddy,9075.0,12021.0,
15886,Assam,DHEMAJI,2012.0,Autumn,Rice,9075.0,12021.0,
15923,Assam,DHEMAJI,2013.0,Autumn,Paddy,9630.0,14723.0,
15924,Assam,DHEMAJI,2013.0,Autumn,Rice,9630.0,14723.0,
15962,Assam,DHEMAJI,2014.0,Autumn,Paddy,9379.0,12595.0,
15963,Assam,DHEMAJI,2014.0,Autumn,Rice,9379.0,12595.0,
15999,Assam,DHUBRI,1997.0,Autumn,Rice,62078.0,25030.0,
16024,Assam,DHUBRI,1998.0,Autumn,Rice,61130.0,42143.0,
16052,Assam,DHUBRI,1999.0,Autumn,Rice,53533.0,31885.0,
16080,Assam,DHUBRI,2000.0,Autumn,Rice,34476.0,20677.0,
16108,Assam,DHUBRI,2001.0,Autumn,Rice,33201.0,25597.0,
16140,Assam,DHUBRI,2002.0,Autumn,Rice,28160.0,24945.0,
16175,Assam,DHUBRI,2003.0,Autumn,Rice,25280.0,18024.0,
16210,Assam,DHUBRI,2004.0,Autumn,Rice,24533.0,18005.0,
16238,Assam,DHUBRI,2005.0,Autumn,Rice,20905.0,24361.0,
16269,Assam,DHUBRI,2006.0,Autumn,Rice,18171.0,8264.0,
16300,Assam,DHUBRI,2007.0,Autumn,Rice,17727.0,15300.0,
16333,Assam,DHUBRI,2008.0,Autumn,Rice,16741.0,21135.0,
16365,Assam,DHUBRI,2009.0,Autumn,Rice,13235.0,7945.0,
16398,Assam,DHUBRI,2010.0,Autumn,Rice,7488.0,4629.0,
16430,Assam,DHUBRI,2011.0,Autumn,Paddy,4380.0,2710.0,
16431,Assam,DHUBRI,2011.0,Autumn,Rice,4380.0,2710.0,
16466,Assam,DHUBRI,2012.0,Autumn,Paddy,4298.0,2341.0,
16467,Assam,DHUBRI,2012.0,Autumn,Rice,4298.0,2341.0,
16501,Assam,DHUBRI,2013.0,Autumn,Paddy,4169.0,5349.0,
16502,Assam,DHUBRI,2013.0,Autumn,Rice,4169.0,5349.0,
16537,Assam,DHUBRI,2014.0,Autumn,Paddy,4075.0,3852.0,
16538,Assam,DHUBRI,2014.0,Autumn,Rice,4075.0,3852.0,
16571,Assam,DIBRUGARH,1997.0,Autumn,Rice,10448.0,13674.0,
16596,Assam,DIBRUGARH,1998.0,Autumn,Rice,8820.0,15544.0,
16623,Assam,DIBRUGARH,1999.0,Autumn,Rice,7271.0,12257.0,
16650,Assam,DIBRUGARH,2000.0,Autumn,Rice,8990.0,13676.0,
16677,Assam,DIBRUGARH,2001.0,Autumn,Rice,8661.0,8709.0,
16708,Assam,DIBRUGARH,2002.0,Autumn,Rice,8576.0,10431.0,
16742,Assam,DIBRUGARH,2003.0,Autumn,Rice,5828.0,7163.0,
16776,Assam,DIBRUGARH,2004.0,Autumn,Rice,5828.0,5907.0,
16802,Assam,DIBRUGARH,2005.0,Autumn,Rice,373.0,437.0,
16831,Assam,DIBRUGARH,2006.0,Autumn,Rice,575.0,745.0,
16861,Assam,DIBRUGARH,2007.0,Autumn,Rice,267.0,187.0,
16890,Assam,DIBRUGARH,2008.0,Autumn,Rice,258.0,203.0,
16919,Assam,DIBRUGARH,2009.0,Autumn,Rice,107.0,93.0,
16948,Assam,DIBRUGARH,2010.0,Autumn,Rice,102.0,118.0,
16978,Assam,DIBRUGARH,2011.0,Autumn,Paddy,95.0,116.0,
16979,Assam,DIBRUGARH,2011.0,Autumn,Rice,95.0,116.0,
17012,Assam,DIBRUGARH,2012.0,Autumn,Paddy,280.0,363.0,
17013,Assam,DIBRUGARH,2012.0,Autumn,Rice,280.0,363.0,
17046,Assam,DIBRUGARH,2013.0,Autumn,Paddy,188.0,325.0,
17047,Assam,DIBRUGARH,2013.0,Autumn,Rice,188.0,325.0,
17078,Assam,DIBRUGARH,2014.0,Autumn,Paddy,333.0,477.0,
17079,Assam,DIBRUGARH,2014.0,Autumn,Rice,333.0,477.0,
17110,Assam,DIMA HASAO,1997.0,Autumn,Rice,5984.0,5393.0,
17134,Assam,DIMA HASAO,1998.0,Autumn,Rice,5886.0,8091.0,
17161,Assam,DIMA HASAO,1999.0,Autumn,Rice,5646.0,6945.0,
17189,Assam,DIMA HASAO,2000.0,Autumn,Rice,5772.0,6345.0,
17217,Assam,DIMA HASAO,2001.0,Autumn,Rice,5777.0,7800.0,
17249,Assam,DIMA HASAO,2002.0,Autumn,Rice,6015.0,8446.0,
17284,Assam,DIMA HASAO,2003.0,Autumn,Rice,4898.0,6131.0,
17319,Assam,DIMA HASAO,2004.0,Autumn,Rice,6028.0,8329.0,
17346,Assam,DIMA HASAO,2005.0,Autumn,Rice,6214.0,8530.0,
17377,Assam,DIMA HASAO,2006.0,Autumn,Rice,6219.0,7679.0,
17409,Assam,DIMA HASAO,2007.0,Autumn,Rice,6228.0,9106.0,
17443,Assam,DIMA HASAO,2008.0,Autumn,Rice,6224.0,8800.0,
17476,Assam,DIMA HASAO,2009.0,Autumn,Rice,6441.0,8947.0,
17510,Assam,DIMA HASAO,2010.0,Autumn,Rice,6405.0,10363.0,
17544,Assam,DIMA HASAO,2011.0,Autumn,Paddy,6590.0,8923.0,
17545,Assam,DIMA HASAO,2011.0,Autumn,Rice,6590.0,8923.0,
17581,Assam,DIMA HASAO,2012.0,Autumn,Paddy,6548.0,11327.0,
17582,Assam,DIMA HASAO,2012.0,Autumn,Rice,6548.0,11327.0,
17617,Assam,DIMA HASAO,2013.0,Autumn,Paddy,6670.0,11477.0,
17618,Assam,DIMA HASAO,2013.0,Autumn,Rice,6670.0,11477.0,
17652,Assam,DIMA HASAO,2014.0,Autumn,Paddy,5607.0,10300.0,
17653,Assam,DIMA HASAO,2014.0,Autumn,Rice,5607.0,10300.0,
17684,Assam,GOALPARA,1997.0,Autumn,Rice,22550.0,17189.0,
17709,Assam,GOALPARA,1998.0,Autumn,Rice,18194.0,19174.0,
17737,Assam,GOALPARA,1999.0,Autumn,Rice,18042.0,23239.0,
17765,Assam,GOALPARA,2000.0,Autumn,Rice,17000.0,20040.0,
17792,Assam,GOALPARA,2001.0,Autumn,Rice,16692.0,19234.0,
17824,Assam,GOALPARA,2002.0,Autumn,Rice,15766.0,17221.0,
17859,Assam,GOALPARA,2003.0,Autumn,Rice,15567.0,16436.0,
17894,Assam,GOALPARA,2004.0,Autumn,Rice,15560.0,14578.0,
17922,Assam,GOALPARA,2005.0,Autumn,Rice,15714.0,17937.0,
17953,Assam,GOALPARA,2006.0,Autumn,Rice,15213.0,15165.0,
17985,Assam,GOALPARA,2007.0,Autumn,Rice,15250.0,16777.0,
18019,Assam,GOALPARA,2008.0,Autumn,Rice,15800.0,20569.0,
18053,Assam,GOALPARA,2009.0,Autumn,Rice,12231.0,13356.0,
18087,Assam,GOALPARA,2010.0,Autumn,Rice,10448.0,12715.0,
18121,Assam,GOALPARA,2011.0,Autumn,Paddy,8690.0,10501.0,
18122,Assam,GOALPARA,2011.0,Autumn,Rice,8690.0,10501.0,
18160,Assam,GOALPARA,2012.0,Autumn,Paddy,8410.0,11552.0,
18161,Assam,GOALPARA,2012.0,Autumn,Rice,8410.0,11552.0,
18198,Assam,GOALPARA,2013.0,Autumn,Paddy,8624.0,9625.0,
18199,Assam,GOALPARA,2013.0,Autumn,Rice,8624.0,9625.0,
18237,Assam,GOALPARA,2014.0,Autumn,Paddy,8062.0,7552.0,
18238,Assam,GOALPARA,2014.0,Autumn,Rice,8062.0,7552.0,
18274,Assam,GOLAGHAT,1997.0,Autumn,Rice,4427.0,3110.0,
18299,Assam,GOLAGHAT,1998.0,Autumn,Rice,6297.0,8565.0,
18327,Assam,GOLAGHAT,1999.0,Autumn,Rice,6595.0,7653.0,
18355,Assam,GOLAGHAT,2000.0,Autumn,Rice,7633.0,10656.0,
18383,Assam,GOLAGHAT,2001.0,Autumn,Rice,7184.0,10286.0,
18415,Assam,GOLAGHAT,2002.0,Autumn,Rice,5016.0,7114.0,
18450,Assam,GOLAGHAT,2003.0,Autumn,Rice,4820.0,8791.0,
18485,Assam,GOLAGHAT,2004.0,Autumn,Rice,4855.0,5378.0,
18512,Assam,GOLAGHAT,2005.0,Autumn,Rice,2433.0,4349.0,
18543,Assam,GOLAGHAT,2006.0,Autumn,Rice,3947.0,6207.0,
18575,Assam,GOLAGHAT,2007.0,Autumn,Rice,2295.0,4131.0,
18609,Assam,GOLAGHAT,2008.0,Autumn,Rice,1480.0,2620.0,
18643,Assam,GOLAGHAT,2009.0,Autumn,Rice,2015.0,2651.0,
18676,Assam,GOLAGHAT,2010.0,Autumn,Rice,2430.0,4750.0,
18708,Assam,GOLAGHAT,2011.0,Autumn,Paddy,2489.0,4779.0,
18709,Assam,GOLAGHAT,2011.0,Autumn,Rice,2489.0,4779.0,
18745,Assam,GOLAGHAT,2012.0,Autumn,Paddy,1971.0,2460.0,
18746,Assam,GOLAGHAT,2012.0,Autumn,Rice,1971.0,2460.0,
18782,Assam,GOLAGHAT,2013.0,Autumn,Paddy,1915.0,4432.0,
18783,Assam,GOLAGHAT,2013.0,Autumn,Rice,1915.0,4432.0,
18819,Assam,GOLAGHAT,2014.0,Autumn,Paddy,1798.0,3411.0,
18820,Assam,GOLAGHAT,2014.0,Autumn,Rice,1798.0,3411.0,
18854,Assam,HAILAKANDI,1997.0,Autumn,Rice,6500.0,8907.0,
18876,Assam,HAILAKANDI,1998.0,Autumn,Rice,5000.0,9663.0,
18901,Assam,HAILAKANDI,1999.0,Autumn,Rice,6000.0,11105.0,
18927,Assam,HAILAKANDI,2000.0,Autumn,Rice,6500.0,14212.0,
18953,Assam,HAILAKANDI,2001.0,Autumn,Rice,6500.0,13470.0,
18982,Assam,HAILAKANDI,2002.0,Autumn,Rice,6500.0,12875.0,
19014,Assam,HAILAKANDI,2003.0,Autumn,Rice,6000.0,10745.0,
19046,Assam,HAILAKANDI,2004.0,Autumn,Rice,6000.0,9635.0,
19071,Assam,HAILAKANDI,2005.0,Autumn,Rice,6000.0,12457.0,
19099,Assam,HAILAKANDI,2006.0,Autumn,Rice,2200.0,4168.0,
19128,Assam,HAILAKANDI,2007.0,Autumn,Rice,6010.0,10823.0,
19159,Assam,HAILAKANDI,2008.0,Autumn,Rice,5806.0,11100.0,
19190,Assam,HAILAKANDI,2009.0,Autumn,Rice,5619.0,12351.0,
19223,Assam,HAILAKANDI,2010.0,Autumn,Rice,6012.0,12776.0,
19255,Assam,HAILAKANDI,2011.0,Autumn,Paddy,5800.0,13264.0,
19256,Assam,HAILAKANDI,2011.0,Autumn,Rice,5800.0,13264.0,
19287,Assam,HAILAKANDI,2012.0,Autumn,Paddy,3500.0,6940.0,
19288,Assam,HAILAKANDI,2012.0,Autumn,Rice,3500.0,6940.0,
19320,Assam,HAILAKANDI,2013.0,Autumn,Paddy,3090.0,3287.0,
19321,Assam,HAILAKANDI,2013.0,Autumn,Rice,3090.0,3287.0,
19355,Assam,HAILAKANDI,2014.0,Autumn,Paddy,1973.0,5173.0,
19356,Assam,HAILAKANDI,2014.0,Autumn,Rice,1973.0,5173.0,
19389,Assam,JORHAT,1997.0,Autumn,Rice,5370.0,4670.0,
19412,Assam,JORHAT,1998.0,Autumn,Rice,5100.0,5570.0,
19437,Assam,JORHAT,1999.0,Autumn,Rice,13709.0,11854.0,
19462,Assam,JORHAT,2000.0,Autumn,Rice,6540.0,6712.0,
19487,Assam,JORHAT,2001.0,Autumn,Rice,8312.0,7157.0,
19516,Assam,JORHAT,2002.0,Autumn,Rice,4774.0,3002.0,
19549,Assam,JORHAT,2003.0,Autumn,Rice,3723.0,2812.0,
19582,Assam,JORHAT,2004.0,Autumn,Rice,3512.0,2225.0,
19606,Assam,JORHAT,2005.0,Autumn,Rice,4775.0,3786.0,
19634,Assam,JORHAT,2006.0,Autumn,Rice,4228.0,2557.0,
19664,Assam,JORHAT,2007.0,Autumn,Rice,4520.0,4281.0,
19695,Assam,JORHAT,2008.0,Autumn,Rice,6175.0,5561.0,
19728,Assam,JORHAT,2009.0,Autumn,Rice,5443.0,6369.0,
19761,Assam,JORHAT,2010.0,Autumn,Rice,3353.0,3205.0,
19794,Assam,JORHAT,2011.0,Autumn,Paddy,3083.0,2195.0,
19795,Assam,JORHAT,2011.0,Autumn,Rice,3083.0,2195.0,
19830,Assam,JORHAT,2012.0,Autumn,Paddy,3272.0,2652.0,
19831,Assam,JORHAT,2012.0,Autumn,Rice,3272.0,2652.0,
19867,Assam,JORHAT,2013.0,Autumn,Paddy,3267.0,3282.0,
19868,Assam,JORHAT,2013.0,Autumn,Rice,3267.0,3282.0,
19905,Assam,JORHAT,2014.0,Autumn,Paddy,3396.0,4569.0,
19906,Assam,JORHAT,2014.0,Autumn,Rice,3396.0,4569.0,
19941,Assam,KAMRUP,1997.0,Autumn,Rice,52303.0,38310.0,
19966,Assam,KAMRUP,1998.0,Autumn,Rice,47321.0,42284.0,
19994,Assam,KAMRUP,1999.0,Autumn,Rice,34903.0,41783.0,
20022,Assam,KAMRUP,2000.0,Autumn,Rice,31958.0,39817.0,
20050,Assam,KAMRUP,2001.0,Autumn,Rice,28748.0,28186.0,
20082,Assam,KAMRUP,2002.0,Autumn,Rice,28235.0,26504.0,
20117,Assam,KAMRUP,2003.0,Autumn,Rice,28029.0,30147.0,
20152,Assam,KAMRUP,2004.0,Autumn,Rice,28014.0,11482.0,
20180,Assam,KAMRUP,2005.0,Autumn,Rice,12256.0,15507.0,
20211,Assam,KAMRUP,2006.0,Autumn,Rice,16532.0,14828.0,
20243,Assam,KAMRUP,2007.0,Autumn,Rice,14686.0,16767.0,
20277,Assam,KAMRUP,2008.0,Autumn,Rice,14055.0,17151.0,
20311,Assam,KAMRUP,2009.0,Autumn,Rice,13757.0,11950.0,
20345,Assam,KAMRUP,2010.0,Autumn,Rice,14012.0,23004.0,
20379,Assam,KAMRUP,2011.0,Autumn,Paddy,13835.0,18773.0,
20380,Assam,KAMRUP,2011.0,Autumn,Rice,13835.0,18773.0,
20418,Assam,KAMRUP,2012.0,Autumn,Paddy,13284.0,10189.0,
20419,Assam,KAMRUP,2012.0,Autumn,Rice,13284.0,10189.0,
20456,Assam,KAMRUP,2013.0,Autumn,Paddy,13511.0,15175.0,
20457,Assam,KAMRUP,2013.0,Autumn,Rice,13511.0,15175.0,
20495,Assam,KAMRUP,2014.0,Autumn,Paddy,9246.0,13988.0,
20496,Assam,KAMRUP,2014.0,Autumn,Rice,9246.0,13988.0,
20532,Assam,KAMRUP METRO,2005.0,Autumn,Rice,1121.0,1450.0,
20560,Assam,KAMRUP METRO,2006.0,Autumn,Rice,1421.0,1257.0,
20592,Assam,KAMRUP METRO,2007.0,Autumn,Rice,1984.0,3510.0,
20626,Assam,KAMRUP METRO,2008.0,Autumn,Rice,1250.0,823.0,
20660,Assam,KAMRUP METRO,2009.0,Autumn,Rice,1132.0,1013.0,
20694,Assam,KAMRUP METRO,2010.0,Autumn,Rice,1120.0,2212.0,
20728,Assam,KAMRUP METRO,2011.0,Autumn,Paddy,1211.0,1480.0,
20729,Assam,KAMRUP METRO,2011.0,Autumn,Rice,1211.0,1480.0,
20767,Assam,KAMRUP METRO,2012.0,Autumn,Paddy,1200.0,1169.0,
20768,Assam,KAMRUP METRO,2012.0,Autumn,Rice,1200.0,1169.0,
20805,Assam,KAMRUP METRO,2013.0,Autumn,Paddy,895.0,1181.0,
20806,Assam,KAMRUP METRO,2013.0,Autumn,Rice,895.0,1181.0,
20844,Assam,KAMRUP METRO,2014.0,Autumn,Paddy,845.0,1208.0,
20845,Assam,KAMRUP METRO,2014.0,Autumn,Rice,845.0,1208.0,
20880,Assam,KARBI ANGLONG,1997.0,Autumn,Rice,10354.0,7833.0,
20906,Assam,KARBI ANGLONG,1998.0,Autumn,Rice,11471.0,13492.0,
20934,Assam,KARBI ANGLONG,1999.0,Autumn,Rice,11471.0,13905.0,
20962,Assam,KARBI ANGLONG,2000.0,Autumn,Rice,11498.0,12962.0,
20990,Assam,KARBI ANGLONG,2001.0,Autumn,Rice,11507.0,11107.0,
21022,Assam,KARBI ANGLONG,2002.0,Autumn,Rice,11542.0,13203.0,
21057,Assam,KARBI ANGLONG,2003.0,Autumn,Rice,10451.0,12052.0,
21091,Assam,KARBI ANGLONG,2004.0,Autumn,Rice,10477.0,10152.0,
21118,Assam,KARBI ANGLONG,2005.0,Autumn,Rice,10498.0,12339.0,
21149,Assam,KARBI ANGLONG,2006.0,Autumn,Rice,10498.0,13150.0,
21180,Assam,KARBI ANGLONG,2007.0,Autumn,Rice,10465.0,13524.0,
21213,Assam,KARBI ANGLONG,2008.0,Autumn,Rice,10465.0,13415.0,
21247,Assam,KARBI ANGLONG,2009.0,Autumn,Rice,10891.0,14104.0,
21281,Assam,KARBI ANGLONG,2010.0,Autumn,Rice,10991.0,15825.0,
